Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
3086,135.538,3.54971e+006,2.98192,277,2,False,
3091,1301.59,369642,3.62659,277,2,False,
3092,223.012,2.15738e+006,4.59262,277,15,True,
3093,200.768,2.3964e+006,5.41356,277,2,False,
3099,891.994,539377,2.5687,278,2,False,
3102,366.623,1.3123e+006,3.32444,278,2,False,
3106,3436.28,140012,3.54944,283,2,False,
3107,110.256,4.36367e+006,3.50751,278,2,False,
3108,43.0816,1.11677e+007,3.53454,278,3,False,
3109,171.744,2.80138e+006,4.56626,278,12,True,
3111,376.597,1.27755e+006,2.76571,282,3,False,
3112,210.623,2.28428e+006,2.75406,279,2,False,
3115,64.9622,7.40617e+006,3.32704,279,5,True,
3116,183.626,2.62011e+006,4.92758,279,5,False,
3118,74.741,6.43717e+006,2.74001,280,4,False,
3121,761.593,631730,2.89784,276,2,False,
3123,82.0681,5.86246e+006,4.29242,281,11,True,
3126,131.092,3.6701e+006,2.96635,281,2,False,
3127,662.52,726198,3.68545,281,8,False,
3130,123.924,3.88239e+006,3.10703,282,2,False,
3133,83.1471,5.78638e+006,3.51341,272,8,True,
3134,245.847,1.95699e+006,2.73136,283,2,False,
3137,82.4883,5.83259e+006,2.97075,283,2,False,
3138,181.157,2.65582e+006,3.64153,283,5,False,
3139,279.413,1.7219e+006,3.37817,283,4,False,
3140,132.447,3.63255e+006,3.71853,284,2,False,
3146,76.111,6.3213e+006,3.12434,284,4,False,
3159,151.937,3.16658e+006,2.61922,285,2,False,
3169,283.172,1.69904e+006,3.83128,280,3,False,
3170,29.4579,1.63325e+007,3.83163,278,2,False,
3171,285.754,1.68369e+006,2.92172,280,2,False,
3172,275.705,1.74506e+006,2.69343,289,2,False,
3173,24.8723,1.93436e+007,3.3898,286,2,False,
3174,673.299,714572,3.27093,286,2,False,
3175,131.978,3.64547e+006,3.46694,286,19,True,
3179,106.499,4.51763e+006,4.13244,286,2,False,
3180,135.064,3.56216e+006,3.72092,286,3,False,
3182,215.597,2.23158e+006,4.67563,286,4,False,
3183,108.538,4.43276e+006,4.36492,286,25,True,
3184,438.754,1.09656e+006,5.3086,286,2,False,
3201,145.91,3.29739e+006,3.27147,287,4,False,
3207,306.158,1.57148e+006,3.53843,287,2,False,
3210,87.0422,5.52744e+006,3.42956,287,9,True,
3215,165.614,2.90507e+006,4.78987,288,35,True,
3219,516.899,930782,2.69214,290,2,False,
3228,84.9387,5.66433e+006,3.08984,290,3,False,
3230,149.401,3.22033e+006,4.16622,290,12,True,
3233,575.69,835729,2.7703,290,2,False,
3235,130.36,3.6907e+006,3.96935,290,18,True,
3236,151.099,3.18414e+006,4.57814,290,13,True,
3237,178.213,2.69969e+006,2.66357,291,3,False,
3238,669.37,718767,3.09286,291,2,False,
3240,154.849,3.10703e+006,3.24603,291,2,False,
3241,102.624,4.68821e+006,2.62889,291,2,False,
3245,76.6228,6.27909e+006,3.64442,291,4,False,
3246,261.714,1.83835e+006,2.63369,287,2,False,
3247,67.5938,7.11782e+006,3.62481,295,2,False,
3249,114.617,4.19763e+006,3.7765,292,10,True,
3250,79.9698,6.01628e+006,3.38999,292,5,True,
3253,150.276,3.20159e+006,2.66732,293,2,False,
3254,792.199,607323,2.81636,293,2,False,
3260,1847.89,260362,2.74124,295,2,False,
3261,45.626,1.05449e+007,2.97124,295,3,False,
3262,237.149,2.02877e+006,2.80027,295,2,False,
3266,299.938,1.60407e+006,2.9982,295,2,False,
3269,2051.6,234510,3.40288,295,2,False,
3270,161.556,2.97805e+006,4.69757,295,5,False,
3271,158.061,3.04389e+006,4.69407,195,98,True,
3272,448.535,1.07265e+006,2.80835,296,2,False,
3275,80.039,6.01108e+006,3.92077,296,13,True,
3276,116.749,4.12097e+006,3.33903,297,7,True,
3277,583.477,824575,2.52772,297,2,False,
3280,95.0209,5.06332e+006,3.30994,297,2,False,
3281,69.0943,6.96324e+006,3.60205,292,3,False,
3282,386.489,1.24485e+006,2.5093,299,2,False,
3284,1074.88,447603,2.89627,298,2,False,
3285,482.485,997173,2.91244,299,2,False,
3287,180.564,2.66454e+006,4.52691,299,12,True,
3290,100.359,4.79398e+006,3.7611,299,14,True,
3293,268.792,1.78994e+006,3.4472,300,2,False,
3295,216.476,2.22252e+006,2.6475,300,3,False,
3296,114.555,4.1999e+006,4.44276,300,22,True,
3297,231.903,2.07466e+006,2.5358,303,3,False,
3299,220.513,2.18183e+006,3.15225,301,7,False,
3300,241.279,1.99405e+006,2.84556,301,2,False,
3303,486.476,988991,2.73136,301,2,False,
3305,95374.8,5044.53,3.11762,301,2,False,
3308,122.766,3.919e+006,4.35884,302,7,True,
3309,113.906,4.22383e+006,2.67654,303,2,False,
3314,159.466,3.01708e+006,2.88675,303,2,False,
3315,158.024,3.04461e+006,4.13031,303,16,True,
3317,187.921,2.56022e+006,2.78216,304,4,False,
3318,1680.16,286355,3.26948,309,2,False,
3319,110.72,4.34538e+006,3.38506,304,7,True,
3320,797.69,603142,3.0387,304,2,False,
3321,817.047,588853,3.36377,305,2,False,
3323,197.835,2.43193e+006,2.78921,298,2,False,
3324,256.714,1.87415e+006,2.79181,287,11,False,
3325,74.3976,6.46689e+006,3.12303,273,14,True,
3326,120.005,4.00918e+006,3.65655,305,6,True,
3327,248.679,1.93471e+006,2.83852,315,3,False,
3328,260.804,1.84476e+006,2.60045,310,5,False,
3329,227.718,2.11279e+006,2.55399,307,2,False,
3331,96.1025,5.00633e+006,3.37979,306,5,True,
3332,735.486,654153,2.51394,301,2,False,
3333,79.9196,6.02006e+006,3.08897,310,2,False,
3334,162.63,2.95838e+006,3.90168,307,4,False,
3336,694.201,693057,2.76191,308,2,False,
3337,146.167,3.29158e+006,2.7796,308,3,False,
3338,744.875,645908,2.99296,308,2,False,
3339,126.828,3.79349e+006,3.29734,308,3,False,
3341,71.483,6.73056e+006,2.61505,310,2,False,
3344,120.245,4.00117e+006,3.33986,309,6,True,
3345,115.352,4.17088e+006,4.55518,309,19,True,
3346,151.695,3.17163e+006,2.84167,310,4,False,
3351,759.613,633377,2.71194,311,2,False,
3354,46.1518,1.04248e+007,3.70433,311,2,False,
3355,81.0321,5.93741e+006,3.82104,311,5,True,
3356,59.4879,8.08771e+006,3.69147,311,4,False,
3357,139.601,3.44639e+006,4.71878,311,22,True,
3358,170.847,2.81609e+006,3.59377,304,5,False,
3359,175.818,2.73647e+006,2.72389,313,2,False,
3362,81.3513,5.91411e+006,3.39225,312,24,True,
3363,164.499,2.92476e+006,2.96586,312,2,False,
3364,124.07,3.87781e+006,3.79419,312,2,False,
3365,597.956,804608,3.07733,307,3,False,
3366,201.353,2.38944e+006,2.64593,314,2,False,
3367,81.5591,5.89904e+006,3.2009,313,2,False,
3368,280.077,1.71782e+006,3.01376,315,2,False,
3370,104.064,4.62334e+006,3.91862,313,27,True,
3372,197.847,2.43179e+006,2.92755,314,5,False,
3375,39.7222,1.21121e+007,2.72991,314,3,False,
3376,39.1264,1.22966e+007,3.66998,314,3,False,
3377,137.236,3.5058e+006,4.43986,314,21,True,
3378,289.249,1.66335e+006,2.80605,315,2,False,
3381,479.437,1.00351e+006,2.42447,308,2,False,
3382,157.87,3.04757e+006,2.75527,305,3,False,
3385,585.906,821156,2.57959,316,2,False,
3387,308.707,1.5585e+006,2.81607,316,4,False,
3390,142.359,3.37963e+006,4.30035,316,4,False,
3391,158.75,3.03068e+006,3.53787,316,2,False,
3393,90.5574,5.31288e+006,3.30015,317,3,False,
3395,101.432,4.74326e+006,3.002,313,2,False,
3396,262.307,1.83419e+006,2.81636,318,2,False,
3397,167.244,2.87676e+006,2.79272,318,2,False,
3399,150.969,3.18689e+006,2.75829,320,2,False,
3400,229.537,2.09605e+006,2.86257,318,2,False,
3401,363.278,1.32439e+006,3.24603,318,2,False,
3404,285.83,1.68324e+006,5.21792,318,4,False,
3405,120.67,3.98706e+006,2.76251,313,2,False,
3406,200.521,2.39935e+006,2.93014,309,4,False,
3407,184.105,2.6133e+006,2.86691,305,4,False,
3409,32.1478,1.49659e+007,2.77476,319,4,False,
3410,135.47,3.55149e+006,3.37914,319,3,False,
3411,1160.74,414494,2.76671,319,2,False,
3413,197.717,2.43338e+006,3.12894,319,5,False,
3414,118.373,4.06445e+006,3.82292,319,4,False,
3416,423.198,1.13687e+006,2.63574,324,2,False,
3418,243.058,1.97945e+006,2.70369,320,2,False,
3422,55.7405,8.63144e+006,4.07029,320,6,True,
3424,105.403,4.56457e+006,3.85556,320,6,True,
3425,207.635,2.31715e+006,4.43073,320,7,False,
3428,154.186,3.12039e+006,3.31462,321,12,True,
3431,172.76,2.78491e+006,2.7597,322,3,False,
3437,154.187,3.12038e+006,2.92377,322,2,False,
3441,175.638,2.73927e+006,4.98936,322,2,False,
3442,398.782,1.20648e+006,2.74247,318,2,False,
3443,296.668,1.62175e+006,2.62026,323,4,False,
3444,121.07,3.97389e+006,2.58031,323,2,False,
3445,213.762,2.25073e+006,4.57637,323,2,False,
3446,475.467,1.01189e+006,3.10447,324,2,False,
3447,528.473,910398,2.78157,324,3,False,
3450,96.1209,5.00537e+006,4.25874,324,2,False,
3451,181.633,2.64886e+006,2.77565,325,3,False,
3454,286.541,1.67906e+006,2.98115,325,5,False,
3455,518.544,927830,3.57306,325,3,False,
3456,73.8648,6.51354e+006,4.36572,325,6,True,
3457,299.905,1.60425e+006,4.80818,325,18,True,
3458,586.352,820533,2.8072,326,2,False,
3460,468.765,1.02636e+006,2.57428,321,3,False,
3467,294.65,1.63286e+006,2.59321,327,2,False,
3468,403.255,1.19309e+006,2.67194,327,2,False,
3471,211.204,2.278e+006,3.16215,327,2,False,
3474,73.5488,6.54152e+006,2.69819,328,5,True,
3477,3719.9,129337,3.12099,328,2,False,
3479,156.648,3.07135e+006,4.81873,328,6,False,
3480,494.99,971981,2.52315,331,2,False,
3481,407.553,1.18051e+006,2.85162,329,2,False,
3482,345.144,1.39397e+006,2.80432,329,2,False,
3483,87.4228,5.50338e+006,3.11509,329,2,False,
3484,1708.72,281567,2.97756,333,2,False,
3487,128.703,3.73821e+006,3.06822,329,3,False,
3489,432.915,1.11135e+006,2.83331,329,2,False,
3490,429.157,1.12108e+006,3.14711,329,2,False,
3491,105.173,4.57457e+006,3.69866,330,16,True,
3492,162.352,2.96344e+006,2.5875,330,2,False,
3493,170.527,2.82138e+006,2.97368,330,2,False,
3495,417.088,1.15352e+006,3.04733,331,2,False,
3502,596.135,807067,3.84882,332,2,False,
3503,185.245,2.59721e+006,4.13716,332,2,False,
3504,22.7059,2.11893e+007,2.96291,333,2,False,
3505,127.002,3.78829e+006,2.95401,333,2,False,
3507,34.0215,1.41417e+007,3.18828,333,3,False,
3508,930.269,517185,3.12183,333,2,False,
3509,406.886,1.18245e+006,3.08984,333,3,False,
3511,320.347,1.50187e+006,2.53076,333,3,False,
3513,252.123,1.90828e+006,3.79975,334,2,False,
3514,90.867,5.29478e+006,5.20052,333,3,False,
3515,239.329,2.01029e+006,2.40403,329,2,False,
3516,187.207,2.57e+006,2.7056,334,2,False,
3521,341.555,1.40862e+006,2.666,334,2,False,
3522,25.1228,1.91507e+007,2.77684,334,2,False,
3523,41.024,1.17278e+007,2.56358,334,2,False,
3524,144.685,3.32531e+006,4.43831,334,12,True,
3525,247.121,1.9469e+006,3.98104,334,10,False,
3530,64.2397,7.48946e+006,3.01959,334,4,False,
3533,203.679,2.36215e+006,3.31929,334,2,False,
3539,117.621,4.09044e+006,3.08658,334,4,False,
3540,139.193,3.45649e+006,4.43996,334,12,True,
3553,288.78,1.66604e+006,3.1256,330,3,False,
3557,307.531,1.56446e+006,2.85052,336,2,False,
3558,99.7262,4.82442e+006,2.98144,336,2,False,
3561,109.693,4.38607e+006,2.97416,336,9,True,
3565,117.97,4.07834e+006,4.17174,336,12,True,
3566,131.545,3.65746e+006,4.54681,336,64,True,
3570,112.973,4.25873e+006,2.92052,337,3,False,
3571,181.865,2.64548e+006,2.69601,337,2,False,
3572,178.843,2.69018e+006,2.82656,337,2,False,
3573,107.227,4.48694e+006,3.25152,337,7,True,
3575,92.524,5.19996e+006,3.6856,337,7,True,
3576,111.631,4.30994e+006,3.65597,337,3,False,
3577,163.049,2.95077e+006,3.96563,337,5,False,
3581,190.431,2.52648e+006,2.97026,338,3,False,
3582,91.6177,5.25139e+006,2.51702,338,2,False,
3590,133.991,3.5907e+006,2.65065,340,2,False,
3591,131.028,3.67189e+006,3.15038,340,3,False,
3593,94.9656,5.06626e+006,3.04244,340,10,True,
3594,309.1,1.55652e+006,2.34464,341,3,False,
3595,207.392,2.31986e+006,2.98722,341,2,False,
3596,84.205,5.71368e+006,2.79097,341,3,False,
3597,82.9231,5.80201e+006,2.80949,341,3,False,
3600,131.491,3.65896e+006,3.71542,341,14,True,
3603,120.963,3.97744e+006,2.55177,341,2,False,
3606,150.315,3.20074e+006,3.77886,341,4,False,
3608,105.043,4.58022e+006,3.19116,342,8,True,
3612,77.0611,6.24337e+006,2.68502,343,4,False,
3615,684.132,703258,3.01189,354,2,False,
3617,122.245,3.9357e+006,2.86474,343,2,False,
3619,194.259,2.47669e+006,3.47569,343,13,True,
3623,29.1836,1.6486e+007,3.72337,343,2,False,
3625,81.2184,5.92379e+006,2.82881,344,2,False,
3627,1196.89,401975,4.48626,344,2,False,
3629,197.418,2.43707e+006,2.85875,345,2,False,
3633,104.712,4.5947e+006,2.65065,345,2,False,
3637,84.5975,5.68717e+006,3.6126,345,11,True,
3638,79.0939,6.08291e+006,3.76725,345,6,True,
3639,83.063,5.79224e+006,3.58043,345,4,False,
3641,120.336,3.99814e+006,4.05159,345,16,True,
3643,158.198,3.04126e+006,2.7798,346,2,False,
3646,109.861,4.37938e+006,2.95152,346,2,False,
3648,102.142,4.71031e+006,3.26221,346,3,False,
3649,709.446,678164,3.65802,346,4,False,
3650,114.906,4.18708e+006,4.4108,346,14,True,
3653,96.0875,5.00711e+006,3.15324,348,2,False,
3655,603.907,796681,4.84015,347,2,False,
3659,160.139,3.0044e+006,2.9963,348,2,False,
3662,139.645,3.4453e+006,2.45438,348,2,False,
3668,230.336,2.08878e+006,2.6439,348,2,False,
3670,524.83,916717,2.64863,348,2,False,
3673,115.21,4.17604e+006,2.91037,348,4,False,
3678,34.0267,1.41395e+007,3.00907,348,2,False,
3693,150.351,3.19998e+006,3.86112,348,2,False,
3694,68.6793,7.00533e+006,3.69916,348,5,True,
3705,342.261,1.40571e+006,2.53303,349,2,False,
3707,379.789,1.26681e+006,3.00294,349,3,False,
3710,103.202,4.66193e+006,3.89861,349,58,True,
3711,153.801,3.12821e+006,4.87514,349,4,False,
3715,131.893,3.64782e+006,2.63027,351,2,False,
3718,101.51,4.73965e+006,2.89469,351,2,False,
3722,109.518,4.39309e+006,2.73878,351,2,False,
3724,74.8177,6.43058e+006,3.44295,351,2,False,
3725,112.704,4.26888e+006,3.49948,351,2,False,
3729,423.628,1.13572e+006,2.9688,352,2,False,
3733,447.615,1.07485e+006,2.58678,352,2,False,
3734,695.622,691641,2.67654,352,2,False,
3742,150.366,3.19967e+006,2.89732,353,2,False,
3745,838.241,573965,3.62151,353,2,False,
3746,218.952,2.19738e+006,4.74137,353,3,False,
3749,121.916,3.94633e+006,3.28778,355,2,False,
3750,551.842,871845,2.94353,354,2,False,
3751,174.341,2.75965e+006,2.98417,354,3,False,
3755,229.273,2.09847e+006,3.1577,356,2,False,
3757,73.3871,6.55593e+006,3.33896,355,3,False,
3759,115.119,4.17934e+006,2.84832,355,2,False,
3761,130.785,3.6787e+006,2.75466,355,2,False,
3764,94.5214,5.09007e+006,3.31756,355,3,False,
3765,446.971,1.0764e+006,3.03229,357,2,False,
3766,123.529,3.89481e+006,3.50536,355,4,False,
3767,114.592,4.19855e+006,4.51189,355,12,True,
3770,269.227,1.78705e+006,2.87608,356,2,False,
3771,520.811,923792,2.53379,356,2,False,
3773,161.161,2.98534e+006,4.72568,356,17,True,
3774,110.521,4.35322e+006,4.85302,356,6,True,
3775,125.463,3.83476e+006,4.30058,343,11,True,
3776,388.061,1.23981e+006,2.74614,357,2,False,
3778,1192.34,403508,2.93446,357,2,False,
3782,179.751,2.6766e+006,3.11,357,2,False,
3783,46.9114,1.02559e+007,3.39652,357,2,False,
3787,152.756,3.14959e+006,2.85629,358,4,False,
3793,70.1975,6.85382e+006,3.35183,358,2,False,
3800,72.7783,6.61077e+006,4.00541,359,5,True,
3801,197.516,2.43586e+006,3.01095,359,2,False,
3802,113.947,4.22232e+006,4.04449,359,23,True,
3803,87.1745,5.51906e+006,3.60179,359,6,True,
3804,54.2841,8.86302e+006,2.9036,355,2,False,
3810,90.2241,5.33251e+006,3.22605,360,3,False,
3812,178.597,2.69389e+006,2.61086,361,3,False,
3814,376.963,1.27631e+006,2.82656,362,2,False,
3815,89.349,5.38474e+006,3.14027,361,3,False,
3819,81.3403,5.91491e+006,4.26676,361,10,True,
3821,51.4309,9.3547e+006,2.78569,362,2,False,
3824,272.405,1.7662e+006,3.59754,362,5,False,
3825,140.328,3.42854e+006,4.06845,362,20,True,
3827,60.8112,7.91172e+006,3.23434,363,3,False,
3828,300.524,1.60094e+006,2.95847,363,2,False,
3830,128.31,3.74968e+006,2.87123,364,2,False,
3831,78.5261,6.12689e+006,2.81522,364,2,False,
3833,50.3025,9.56456e+006,2.89046,364,2,False,
3834,193.692,2.48394e+006,2.78628,370,2,False,
3836,809.951,594012,3.47383,364,5,False,
3837,121.106,3.97272e+006,3.90235,364,3,False,
3838,244.164,1.97048e+006,3.59125,371,5,False,
3839,257.85,1.8659e+006,4.65242,368,2,False,
3841,132.735,3.62466e+006,3.54431,365,3,False,
3842,127.931,3.7608e+006,2.77625,370,2,False,
3843,443.199,1.08556e+006,2.70814,365,2,False,
3844,278.901,1.72506e+006,2.62061,365,2,False,
3848,1674.14,287383,3.06969,365,2,False,
3849,279.734,1.71992e+006,2.66798,365,2,False,
3855,46.3039,1.03905e+007,3.19116,365,2,False,
3857,379.832,1.26667e+006,3.42047,368,2,False,
3858,504.671,953335,2.66798,366,2,False,
3859,3292.16,146141,3.00813,366,2,False,
3861,162.338,2.96369e+006,3.07499,366,4,False,
3862,71.4857,6.73031e+006,2.86093,366,3,False,
3864,525.471,915600,3.52393,366,2,False,
3866,173.073,2.77987e+006,3.45576,366,3,False,
3871,149.713,3.21363e+006,2.60031,367,2,False,
3882,65.9616,7.29395e+006,3.53967,367,4,False,
3883,84.0031,5.72742e+006,2.7394,367,2,False,
3884,173.414,2.7744e+006,2.67391,367,2,False,
3887,99.1367,4.85311e+006,2.63983,367,2,False,
3888,268.098,1.79457e+006,2.70916,367,5,False,
3892,193.863,2.48175e+006,3.66145,367,2,False,
3893,205.201,2.34463e+006,3.95733,367,11,True,
3897,111.481,4.31573e+006,5.00358,367,19,True,
3901,344.597,1.39618e+006,4.3737,367,7,False,
3902,179.826,2.67549e+006,4.6617,367,6,False,
3905,84.2197,5.71268e+006,2.93243,368,3,False,
3906,65.746,7.31787e+006,2.7691,368,2,False,
3908,137.737,3.49303e+006,2.95128,368,4,False,
3911,121.978,3.94434e+006,4.39903,368,7,True,
3914,285.38,1.6859e+006,3.7467,369,7,False,
3916,92.192,5.21868e+006,2.87069,369,2,False,
3922,33.9965,1.41521e+007,2.82204,381,2,False,
3924,54.4717,8.83249e+006,2.99535,370,2,False,
3933,88.8008,5.41798e+006,4.2144,370,2,False,
3936,54.096,8.89384e+006,4.91177,370,4,False,
3937,1632.05,294795,4.66182,364,4,False,
3938,1273.54,377784,5.12995,365,3,False,
3939,3238.25,148574,2.89416,371,2,False,
3947,272.062,1.76842e+006,2.5062,371,3,False,
3948,111.744,4.30557e+006,4.16599,371,22,True,
3949,180.876,2.65995e+006,3.73496,371,3,False,
3950,174.887,2.75103e+006,2.939,390,2,False,
3952,106.725,4.50804e+006,4.94387,371,65,True,
3953,221.779,2.16937e+006,4.77352,371,2,False,
3956,101.612,4.7349e+006,3.11523,372,3,False,
3958,472.94,1.0173e+006,3.25452,372,2,False,
3959,422.43,1.13894e+006,2.60454,372,2,False,
3960,173.223,2.77747e+006,3.72899,372,4,False,
3961,94.5954,5.08609e+006,3.33184,364,6,True,
3962,112.353,4.28221e+006,2.6726,368,2,False,
3963,139.713,3.44364e+006,3.51792,365,3,False,
3964,253.734,1.89616e+006,2.59392,373,2,False,
3966,87.518,5.49739e+006,2.61016,373,2,False,
3967,364.253,1.32084e+006,3.08244,373,2,False,
3968,100.602,4.78243e+006,2.87768,373,2,False,
3971,290.186,1.65797e+006,3.0874,373,5,False,
3972,198.291,2.42633e+006,2.66002,373,2,False,
3973,220.552,2.18143e+006,3.67386,373,2,False,
3975,422.827,1.13787e+006,3.82666,373,2,False,
3976,491.079,979723,4.34377,373,2,False,
3977,153.805,3.12811e+006,4.23133,373,21,True,
3978,102.592,4.68967e+006,4.48304,390,2,False,
3987,234.254,2.05384e+006,2.77447,374,2,False,
3988,281.618,1.70842e+006,2.91262,374,3,False,
3989,197.9,2.43114e+006,2.57452,383,2,False,
3992,273.043,1.76207e+006,3.12392,374,3,False,
3996,487.747,986414,2.91503,374,2,False,
3998,140.359,3.42779e+006,5.05653,374,7,True,
4000,271.678,1.77093e+006,2.90725,375,2,False,
4002,59.4989,8.08621e+006,3.44932,375,3,False,
4004,168.889,2.84874e+006,4.00798,375,5,False,
4008,455.179,1.05699e+006,2.80085,376,2,False,
4011,91537.8,5255.98,3.3555,376,2,False,
4012,231.67,2.07675e+006,3.03619,380,4,False,
4013,117.392,4.09842e+006,4.27874,364,7,True,
4022,73.9193,6.50873e+006,2.66864,378,2,False,
4023,200.875,2.39513e+006,2.95186,378,3,False,
4025,546.284,880716,3.48265,378,2,False,
4033,99.3186,4.84422e+006,2.54432,379,2,False,
4045,77.9007,6.17608e+006,3.98182,380,3,False,
4046,209.708,2.29424e+006,2.67062,381,2,False,
4047,116.308,4.13662e+006,2.76451,381,3,False,
4051,147.948,3.25196e+006,2.96389,381,2,False,
4053,8375.29,57445.3,3.46553,381,2,False,
4055,198.089,2.42881e+006,4.24419,381,8,False,
4056,159.79,3.01095e+006,4.43898,381,17,True,
4058,88.7422,5.42155e+006,4.44693,381,20,True,
4059,101.433,4.74322e+006,4.50212,387,2,False,
4060,168.322,2.85834e+006,5.06233,389,2,False,
4068,226.952,2.11992e+006,3.57857,382,4,False,
4069,1556.07,309189,2.87446,382,2,False,
4073,542.051,887593,3.00389,383,2,False,
4074,246.153,1.95456e+006,3.20013,383,2,False,
4075,54.6178,8.80886e+006,2.78157,383,2,False,
4077,391.792,1.228e+006,2.79213,383,2,False,
4079,61.2996,7.84868e+006,3.62963,383,4,False,
4080,130.373,3.69034e+006,4.14655,383,3,False,
4081,70.6728,6.80772e+006,3.99561,369,12,True,
4093,50.3373,9.55794e+006,4.34618,376,4,False,
4094,308.663,1.55873e+006,2.60172,385,4,False,
4096,739.214,650854,2.80316,385,2,False,
4098,661.555,727258,3.23259,385,4,False,
4101,198.798,2.42015e+006,2.66864,381,2,False,
4102,331.603,1.4509e+006,2.94687,378,3,False,
4103,199.12,2.41623e+006,2.89653,374,4,False,
4106,111.658,4.30888e+006,2.74226,386,3,False,
4109,73.486,6.54711e+006,2.72784,386,3,False,
4113,271.898,1.76949e+006,2.68545,386,3,False,
4118,693.621,693636,3.22378,386,3,False,
4121,475.89,1.01099e+006,2.78745,386,2,False,
4123,194.984,2.46749e+006,5.09874,386,20,True,
4124,91.2775,5.27097e+006,4.75467,386,4,False,
4126,69.7142,6.90133e+006,3.23784,387,2,False,
4140,164.115,2.93161e+006,2.6439,389,2,False,
4142,195.637,2.45926e+006,2.5767,388,2,False,
4147,67.113,7.16882e+006,3.07996,388,3,False,
4150,192.112,2.50437e+006,2.64119,389,2,False,
4151,265.207,1.81413e+006,2.50153,389,2,False,
4152,181.696,2.64794e+006,3.55503,389,4,False,
4153,119.293,4.03311e+006,4.29145,389,14,True,
4154,182.417,2.63748e+006,4.18484,389,11,True,
4155,139.498,3.44894e+006,4.76846,389,17,True,
4156,235.287,2.04482e+006,4.1205,381,6,False,
4157,207.341,2.32043e+006,2.70602,390,3,False,
4158,194.797,2.46986e+006,2.73816,390,2,False,
4159,307.02,1.56707e+006,2.86311,390,2,False,
4166,946.531,508299,3.11888,390,2,False,
4167,112.408,4.28013e+006,3.34076,390,2,False,
4168,272.927,1.76282e+006,2.56504,390,2,False,
4173,268.482,1.792e+006,3.12225,390,2,False,
4174,466.128,1.03216e+006,3.18408,390,2,False,
4176,250.367,1.92167e+006,4.66258,390,26,True,
4178,212.301,2.26622e+006,2.71005,391,2,False,
4183,163.388,2.94466e+006,2.76371,391,2,False,
4189,128.416,3.74658e+006,4.94122,391,32,True,
4190,265.7,1.81076e+006,5.17216,381,8,False,
4194,128.523,3.74346e+006,2.54879,392,2,False,
4197,96.5052,4.98544e+006,2.99249,395,2,False,
4198,38.1069,1.26256e+007,4.21511,392,2,False,
4199,131.787,3.65076e+006,4.78701,392,32,True,
4200,123.054,3.90983e+006,4.3657,371,19,True,
4201,92.6323,5.19388e+006,4.49309,373,17,True,
4204,195.214,2.46459e+006,2.72826,393,3,False,
4209,269.521,1.78509e+006,3.43868,393,2,False,
4211,147.674,3.25799e+006,2.33455,393,2,False,
4212,142.38,3.37912e+006,3.54119,393,2,False,
4215,264.388,1.81976e+006,2.88728,394,2,False,
4217,114.676,4.19547e+006,2.64051,394,4,False,
4220,297.4,1.61775e+006,3.74443,394,4,False,
4221,72.5077,6.63545e+006,4.02782,394,2,False,
4225,104.247,4.61518e+006,3.65515,395,3,False,
4226,150.029,3.20685e+006,3.07367,395,2,False,
4229,380.414,1.26473e+006,2.64728,396,2,False,
4231,62.7785,7.66379e+006,3.42967,396,6,True,
4232,87.7258,5.48437e+006,3.19335,396,5,True,
4233,172.336,2.79176e+006,4.3234,396,3,False,
4235,91.3352,5.26764e+006,2.94903,397,2,False,
4236,1103.39,436039,3.20051,397,2,False,
4238,105.515,4.55972e+006,2.59606,397,2,False,
4239,322.749,1.4907e+006,3.05484,392,3,False,
4248,78.5704,6.12344e+006,4.48358,398,3,False,
4256,102.904,4.67543e+006,4.55082,399,10,True,
4265,109.706,4.38555e+006,4.44123,400,13,True,
4268,188.118,2.55754e+006,3.36936,401,4,False,
4269,944.675,509297,4.4433,401,2,False,
4272,125.173,3.84365e+006,2.89837,405,2,False,
4273,74.656,6.44451e+006,3.8277,402,3,False,
4274,158.507,3.03533e+006,2.7394,402,2,False,
4278,195.847,2.45662e+006,2.64458,402,2,False,
4282,604.179,796322,2.71636,402,2,False,
4284,2380.07,202146,2.60243,403,2,False,
4289,66.8708,7.19479e+006,2.89802,403,3,False,
4290,441.562,1.08959e+006,4.27061,403,3,False,
4291,143.093,3.36229e+006,2.73136,404,2,False,
4293,291.676,1.6495e+006,2.69408,404,2,False,
4297,130.778,3.67892e+006,2.6439,404,2,False,
4301,157.939,3.04625e+006,4.40405,404,23,True,
4303,546.308,880677,2.92887,405,2,False,
4304,74.4424,6.46299e+006,2.75041,405,2,False,
4307,130.79,3.67857e+006,4.41997,405,4,False,
4311,111.093,4.33079e+006,4.18917,406,8,True,
4312,89.5463,5.37287e+006,5.09417,406,5,True,
4313,194.827,2.46947e+006,2.7595,407,2,False,
4315,1026.71,468605,2.8361,407,2,False,
4316,159.034,3.02527e+006,2.75527,407,2,False,
4319,176.523,2.72555e+006,3.28778,407,2,False,
4322,264.867,1.81646e+006,2.88782,402,3,False,
4328,68.357,7.03835e+006,3.20516,408,4,False,
4333,218.192,2.20503e+006,2.92402,408,4,False,
4337,495.145,971676,2.7595,409,2,False,
4340,173.216,2.77757e+006,3.88557,409,11,True,
