Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
2,166.549,2.88877e+006,4.34699,0,22,True,
8,426.211,1.12883e+006,2.76611,0,2,False,
11,182.68,2.63368e+006,2.96389,0,4,False,
13,455.231,1.05687e+006,3.07367,0,2,False,
14,42.8164,1.12368e+007,2.8226,0,2,False,
15,139.44,3.45037e+006,3.14957,33,2,False,
17,2094.78,229676,2.96929,0,2,False,
19,974.019,493954,3.3171,0,3,False,
20,277.609,1.73309e+006,2.65762,2,5,False,
21,50.597,9.50889e+006,3.42296,0,2,False,
22,54.8257,8.77546e+006,3.43146,0,4,False,
23,116.743,4.12119e+006,3.81887,0,5,False,
24,73.8413,6.5156e+006,4.31991,0,5,True,
25,122.144,3.93895e+006,4.37138,0,30,True,
27,103.336,4.65587e+006,4.74902,0,7,True,
28,161.879,2.9721e+006,4.51646,0,34,True,
29,102.559,4.69116e+006,5.04531,0,8,True,
32,350.805,1.37148e+006,2.68307,1,2,False,
34,145.595,3.30452e+006,3.02604,1,7,True,
35,51.8774,9.27419e+006,3.44872,1,3,False,
37,67.41,7.13723e+006,3.12769,2,2,False,
38,361.419,1.3312e+006,3.28258,2,5,False,
41,106.613,4.51279e+006,4.498,2,19,True,
46,277.784,1.732e+006,2.89416,3,2,False,
47,579.335,830471,2.83554,3,2,False,
48,287.293,1.67467e+006,2.87285,4,2,False,
50,44.2175,1.08808e+007,2.91503,3,2,False,
51,328.076,1.46649e+006,2.68079,4,4,False,
52,141.86,3.39152e+006,4.38032,4,30,True,
55,225.613,2.1325e+006,2.88036,4,2,False,
56,81.1507,5.92873e+006,4.01071,7,2,False,
57,80.675,5.96369e+006,3.51263,4,3,False,
60,174.643,2.75488e+006,4.09753,4,4,False,
61,3381.97,142261,3.36936,5,2,False,
63,114.572,4.19928e+006,3.26023,5,7,True,
64,725.413,663237,2.65199,5,2,False,
67,254.963,1.88703e+006,3.10737,5,5,False,
69,179.858,2.675e+006,3.49516,5,2,False,
71,159.167,3.02275e+006,3.09804,6,2,False,
75,231.247,2.08055e+006,3.36848,8,3,False,
81,140.335,3.42837e+006,3.36607,11,2,False,
82,168.738,2.85129e+006,2.84195,7,8,True,
83,195.511,2.46084e+006,3.01329,7,4,False,
85,158.169,3.04181e+006,4.85294,7,2,False,
86,76.8359,6.26167e+006,3.20709,0,2,False,
87,163.73,2.93851e+006,2.84666,8,2,False,
88,270.84,1.7764e+006,2.76131,8,2,False,
92,188.423,2.5534e+006,3.22467,9,2,False,
94,282.433,1.70349e+006,2.87902,9,4,False,
95,189.951,2.53287e+006,2.78804,14,2,False,
96,19.9705,2.40916e+007,3.51036,8,2,False,
98,71.9655,6.68543e+006,3.92986,8,10,True,
99,171.49,2.80553e+006,2.78628,9,2,False,
101,92.0992,5.22394e+006,3.07146,9,2,False,
102,35.013,1.37412e+007,3.16737,9,3,False,
105,237.12,2.02902e+006,2.62706,10,3,False,
106,161.303,2.98271e+006,2.57307,9,2,False,
111,176.898,2.71976e+006,3.27622,9,3,False,
112,110.995,4.33462e+006,3.5233,9,18,True,
114,86.3566,5.57132e+006,3.6818,9,4,False,
115,117.182,4.10577e+006,4.95078,9,49,True,
116,152.038,3.16448e+006,5.13964,9,2,False,
117,179.852,2.67509e+006,3.13503,4,3,False,
119,389.908,1.23393e+006,2.71194,10,2,False,
122,225.104,2.13733e+006,2.84832,11,2,False,
128,108.841,4.42038e+006,2.68329,10,3,False,
130,4424.81,108733,3.04007,10,2,False,
131,94.012,5.11765e+006,2.95896,10,2,False,
132,136.822,3.5164e+006,4.26505,12,2,False,
133,163.18,2.94841e+006,2.87715,13,3,False,
139,265.923,1.80925e+006,2.91193,11,2,False,
141,100.237,4.79981e+006,3.13351,6,2,False,
148,98.9752,4.86103e+006,2.90699,12,4,False,
149,8717.42,55190.7,4.11424,12,2,False,
150,146.893,3.27531e+006,2.93715,23,3,False,
153,92.7521,5.18717e+006,2.80316,13,2,False,
154,59.498,8.08634e+006,2.78902,13,3,False,
155,118.459,4.0615e+006,2.86714,13,7,True,
160,103.414,4.65237e+006,3.08593,13,2,False,
162,24.4318,1.96924e+007,2.84942,13,2,False,
163,133.372,3.60737e+006,3.0868,13,2,False,
164,69.15,6.95764e+006,4.90185,13,10,True,
165,62.7098,7.67218e+006,2.84859,7,4,False,
167,218.664,2.20027e+006,2.60102,14,3,False,
168,367.988,1.30744e+006,3.21477,14,2,False,
174,275.267,1.74784e+006,3.05604,18,3,False,
177,395.004,1.21801e+006,4.79801,14,2,False,
178,2402.63,200248,4.2445,10,2,False,
180,166.329,2.89258e+006,2.81102,15,6,False,
181,524.604,917112,2.74736,15,2,False,
183,76.9716,6.25062e+006,2.5925,15,3,False,
184,214.964,2.23815e+006,2.48975,18,2,False,
185,860.233,559291,2.46171,15,2,False,
186,91537.8,5255.98,3.34076,15,2,False,
187,81.0988,5.93253e+006,3.98044,15,8,True,
193,116.971,4.11316e+006,2.83822,16,5,False,
196,47.5906,1.01096e+007,2.92785,16,2,False,
198,84.6092,5.68639e+006,4.03261,16,20,True,
199,249.991,1.92455e+006,4.52952,16,27,True,
200,49.7319,9.6743e+006,2.87069,8,6,True,
201,109.928,4.37668e+006,2.50075,11,2,False,
202,242.33,1.9854e+006,2.77625,18,2,False,
204,447.053,1.07621e+006,3.09041,18,3,False,
207,231.441,2.0788e+006,3.25782,18,2,False,
208,279.569,1.72094e+006,3.31098,18,2,False,
209,214.665,2.24127e+006,2.98626,17,2,False,
211,127.945,3.76039e+006,3.21055,18,2,False,
213,324.601,1.48219e+006,2.75769,18,2,False,
214,278.035,1.73043e+006,2.91709,18,2,False,
215,154.24,3.11929e+006,3.03688,18,2,False,
216,48.1751,9.98692e+006,2.57307,18,2,False,
217,253.355,1.899e+006,2.91054,18,3,False,
221,72.8346,6.60566e+006,2.90777,18,2,False,
223,234.934,2.04789e+006,3.961,18,2,False,
225,254.556,1.89004e+006,2.49762,19,2,False,
227,187.17,2.57051e+006,2.85711,19,2,False,
231,65.1982,7.37936e+006,3.46285,19,6,True,
233,173.603,2.77139e+006,2.87661,19,2,False,
235,92.6249,5.19429e+006,3.01842,19,2,False,
238,98.5232,4.88332e+006,2.78334,20,2,False,
239,211.471,2.27511e+006,3.0448,20,5,False,
243,315.889,1.52307e+006,2.6213,20,2,False,
246,143.131,3.36141e+006,2.84749,20,4,False,
248,293.377,1.63994e+006,2.66401,20,2,False,
252,146.485,3.28444e+006,3.3448,20,2,False,
253,127.922,3.76105e+006,3.61467,20,8,True,
255,93.0939,5.16812e+006,2.51137,15,3,False,
256,233.633,2.0593e+006,3.0999,21,3,False,
260,70.6763,6.80739e+006,2.7697,21,3,False,
261,167.723,2.86855e+006,2.97999,33,2,False,
263,835.04,576165,3.63617,21,2,False,
264,127.833,3.76366e+006,4.14638,21,7,True,
265,158.342,3.03849e+006,2.86257,16,2,False,
266,244.775,1.96556e+006,2.89627,14,2,False,
267,301.904,1.59362e+006,2.67062,22,3,False,
268,348.396,1.38096e+006,2.65132,22,2,False,
272,199.559,2.41092e+006,2.98738,22,3,False,
274,243.011,1.97983e+006,3.02028,23,2,False,
278,291.715,1.64928e+006,2.61505,23,2,False,
282,6655.39,72290.4,2.81121,23,2,False,
283,354.457,1.35735e+006,2.7691,23,2,False,
285,252.755,1.90351e+006,2.74797,23,2,False,
286,204.022,2.35818e+006,2.85327,23,2,False,
287,288.836,1.66572e+006,2.92598,29,3,False,
288,78.9422,6.09459e+006,3.10617,23,2,False,
289,213.963,2.24862e+006,3.03642,23,2,False,
293,177.724,2.70713e+006,3.01936,24,2,False,
294,325.034,1.48022e+006,3.0989,23,2,False,
298,194.582,2.47259e+006,2.74675,23,2,False,
300,272.132,1.76797e+006,3.03046,24,2,False,
304,564.124,852864,3.47717,23,3,False,
305,171.551,2.80454e+006,4.93264,23,20,True,
309,54.9995,8.74774e+006,2.95649,24,2,False,
312,224.226,2.1457e+006,2.75284,24,2,False,
322,71.5364,6.72554e+006,3.72892,24,12,True,
323,282.488,1.70315e+006,3.44569,24,3,False,
324,98.5016,4.8844e+006,4.07067,24,21,True,
327,582.552,825884,2.53907,25,2,False,
337,227.653,2.1134e+006,2.98818,26,2,False,
341,191.162,2.51682e+006,2.52544,26,2,False,
344,204.458,2.35315e+006,2.90204,26,2,False,
347,361.389,1.33131e+006,3.5149,37,2,False,
348,216.844,2.21875e+006,2.87015,26,4,False,
350,194.792,2.46992e+006,4.13503,12,11,True,
354,216.905,2.21812e+006,3.35777,27,7,False,
357,131.786,3.65078e+006,2.67128,27,2,False,
358,585.373,821905,3.07982,28,2,False,
359,691.242,696023,2.64615,28,3,False,
363,352.533,1.36475e+006,2.72452,28,5,False,
364,458.494,1.04935e+006,2.78862,28,2,False,
366,553.845,868693,2.92836,28,2,False,
367,447.445,1.07526e+006,3.21706,28,4,False,
371,114.908,4.18702e+006,4.05009,28,13,True,
372,197.161,2.44025e+006,3.89599,28,2,False,
373,941.791,510858,2.78628,29,2,False,
374,331.357,1.45197e+006,2.55374,29,3,False,
378,283.018,1.69997e+006,2.72701,29,2,False,
390,299.579,1.60599e+006,2.60243,30,2,False,
398,126.228,3.81152e+006,3.44932,30,2,False,
400,537.735,894718,2.74797,31,2,False,
402,148.298,3.24428e+006,2.85327,31,2,False,
405,95.676,5.02865e+006,3.42148,31,8,True,
407,179.434,2.68132e+006,2.96242,32,4,False,
408,139.176,3.45692e+006,2.7216,32,3,False,
411,274.223,1.75449e+006,2.7851,32,2,False,
412,181.122,2.65633e+006,2.93217,32,4,False,
414,75.6695,6.35818e+006,3.32078,32,3,False,
416,207.172,2.32232e+006,2.79795,27,2,False,
417,352.809,1.36369e+006,2.93875,23,4,False,
421,96.1798,5.00231e+006,3.02708,33,6,True,
425,190.729,2.52254e+006,2.84001,33,2,False,
428,268.327,1.79304e+006,3.01827,33,3,False,
434,160.877,2.99061e+006,2.7691,34,2,False,
437,303.696,1.58422e+006,2.77089,34,2,False,
438,152.321,3.15859e+006,3.13434,34,6,False,
442,153.56,3.13311e+006,3.38099,35,7,False,
443,189.382,2.54047e+006,3.00029,47,5,False,
444,801.674,600146,3.24862,31,2,False,
445,287.017,1.67628e+006,3.31411,26,5,False,
446,261.082,1.84279e+006,2.95212,21,5,False,
447,271.024,1.77519e+006,3.16416,17,4,False,
448,140.537,3.42346e+006,3.10681,13,4,False,
449,242.809,1.98148e+006,2.9634,8,5,False,
450,273.261,1.76066e+006,2.91709,0,8,False,
451,796.957,603697,2.92887,31,2,False,
452,491.332,979217,3.34905,28,3,False,
453,273.237,1.76082e+006,2.92989,26,2,False,
454,339.625,1.41662e+006,3.13088,23,3,False,
455,149.574,3.2166e+006,2.95995,21,2,False,
457,689.38,697904,2.52722,36,3,False,
459,159.203,3.02205e+006,3.02028,38,2,False,
460,182.078,2.64238e+006,3.11523,36,3,False,
461,705.982,681492,3.06585,36,3,False,
462,560.373,858572,2.54057,37,2,False,
463,368.266,1.30645e+006,3.1974,37,3,False,
466,236.87,2.03116e+006,2.96471,37,3,False,
468,182.293,2.63927e+006,2.87339,37,2,False,
470,7448.88,64589.7,2.78452,37,2,False,
473,771.094,623946,2.98674,38,3,False,
474,186.89,2.57435e+006,2.72514,38,2,False,
475,123.156,3.90659e+006,2.95351,38,2,False,
477,217.623,2.2108e+006,2.46415,39,2,False,
479,1211.56,397107,2.4984,40,2,False,
480,255.32,1.88438e+006,3.49937,39,5,False,
483,203.23,2.36737e+006,2.69708,39,3,False,
484,120.186,4.00313e+006,4.11735,39,2,False,
485,378.019,1.27274e+006,2.82581,34,3,False,
486,188.066,2.55826e+006,3.32101,26,8,False,
488,268.086,1.79465e+006,3.3115,42,4,False,
489,693.949,693309,2.70687,40,2,False,
490,1429.5,336565,2.78687,40,2,False,
491,584.732,822805,2.73446,47,2,False,
492,128.04,3.7576e+006,4.21623,40,2,False,
493,1807.76,266141,2.91244,36,2,False,
496,236.567,2.03376e+006,3.41659,41,9,False,
502,205.004,2.34689e+006,3.16898,42,2,False,
505,713.023,674762,3.43408,41,2,False,
506,438.543,1.09709e+006,3.82811,41,2,False,
508,238.482,2.01743e+006,2.78157,42,2,False,
511,221.747,2.16968e+006,2.81693,42,2,False,
513,152.909,3.14645e+006,3.42986,42,7,False,
514,225.53,2.13329e+006,3.57534,42,13,True,
518,226.275,2.12627e+006,2.5567,43,3,False,
520,906.881,530522,2.83778,43,2,False,
521,320.84,1.49956e+006,2.7605,43,3,False,
525,177.155,2.71581e+006,2.94353,43,2,False,
527,3845.08,125126,4.15001,43,2,False,
528,120.384,3.99654e+006,3.70924,43,2,False,
530,180.529,2.66506e+006,3.45486,43,6,False,
532,106.382,4.52259e+006,2.65132,44,2,False,
533,138.504,3.4737e+006,2.70241,44,2,False,
537,203.268,2.36693e+006,3.60843,44,12,True,
538,702.597,684775,2.76491,45,2,False,
541,130.521,3.68616e+006,4.59213,44,5,False,
542,148.196,3.24651e+006,4.61572,44,7,True,
547,195.873,2.45629e+006,3.56334,45,7,False,
548,167.189,2.8777e+006,4.59294,45,5,False,
550,181.268,2.65419e+006,3.30015,46,2,False,
554,91537.8,5255.98,2.95053,40,2,False,
555,1571.97,306063,2.99153,50,2,False,
558,118.125,4.07298e+006,3.23033,47,4,False,
559,539.283,892150,3.33513,51,3,False,
560,185.605,2.59217e+006,3.06282,47,4,False,
565,128.197,3.75297e+006,2.8226,48,2,False,
568,164.627,2.92249e+006,2.90517,48,2,False,
569,741.494,648854,2.71194,49,3,False,
571,108.587,4.43075e+006,3.18526,49,2,False,
573,367.613,1.30877e+006,3.00551,40,7,False,
576,668.249,719972,3.2501,51,2,False,
578,103.585,4.64469e+006,3.62773,50,4,False,
580,171.494,2.80546e+006,3.92502,50,10,True,
581,153.21,3.14027e+006,5.10434,50,34,True,
582,288.775,1.66608e+006,2.6726,52,2,False,
583,794.562,605517,2.82825,52,2,False,
587,200.412,2.40066e+006,3.59241,51,5,False,
588,214.492,2.24307e+006,2.98095,52,2,False,
590,58.9008,8.16832e+006,3.03229,52,4,False,
593,53.3599,9.01652e+006,3.28849,52,2,False,
594,411.755,1.16846e+006,2.97465,52,2,False,
595,247.095,1.94711e+006,3.01298,89,6,False,
596,526.23,914278,4.98657,52,2,False,
597,297.143,1.61916e+006,3.02715,36,11,False,
598,81.9681,5.86961e+006,2.90221,47,3,False,
600,801.532,600251,2.64795,53,2,False,
604,36.7187,1.31029e+007,2.73074,53,2,False,
612,146.35,3.28747e+006,3.41868,54,8,True,
613,114.59,4.19862e+006,4.98322,54,34,True,
614,150.832,3.18977e+006,3.39875,47,4,False,
615,204.055,2.3578e+006,2.55695,55,2,False,
617,60.0344,8.01409e+006,2.91141,55,2,False,
623,32.6307,1.47444e+007,2.84666,55,2,False,
625,521.284,922954,2.81407,57,3,False,
626,176.143,2.73142e+006,3.25182,56,6,False,
627,712.333,675415,2.61575,57,2,False,
629,145.806,3.29972e+006,2.85547,57,2,False,
631,927.96,518471,2.80316,57,2,False,
633,1138.15,422723,2.7691,57,2,False,
635,43.3341,1.11026e+007,3.19857,57,2,False,
639,32.6473,1.47369e+007,2.83889,58,2,False,
641,707.848,679695,2.71447,59,3,False,
647,578.296,831963,2.78687,59,2,False,
648,112.007,4.29544e+006,2.68917,59,5,False,
650,79.4477,6.05582e+006,3.12057,59,4,False,
651,89.2657,5.38976e+006,2.75284,59,2,False,
652,112.333,4.28298e+006,3.2512,59,4,False,
653,295.795,1.62654e+006,2.78039,60,9,False,
655,218.279,2.20415e+006,3.45114,60,3,False,
656,115.505,4.16537e+006,3.53014,61,11,True,
658,164.463,2.9254e+006,2.5687,61,2,False,
662,311.911,1.54249e+006,2.65935,62,2,False,
664,225.417,2.13436e+006,2.6466,62,2,False,
665,245.077,1.96314e+006,2.9982,62,2,False,
666,83.3607,5.77155e+006,2.97068,62,7,True,
667,108.356,4.44018e+006,4.14681,62,31,True,
668,381.272,1.26188e+006,2.94953,62,2,False,
671,79.9027,6.02133e+006,3.8477,62,4,False,
681,87.4702,5.5004e+006,3.47194,63,5,True,
683,273.301,1.76041e+006,2.76611,64,2,False,
685,370.231,1.29952e+006,2.63164,67,2,False,
687,187.386,2.56754e+006,2.63779,64,2,False,
688,149.394,3.22049e+006,3.27814,64,2,False,
689,423.133,1.13704e+006,4.35936,80,2,False,
690,26.781,1.7965e+007,2.68437,65,2,False,
696,507.382,948242,2.74063,66,2,False,
697,255.496,1.88309e+006,2.56724,66,2,False,
699,92.5559,5.19816e+006,4.88241,66,7,True,
700,125.735,3.82646e+006,3.391,66,8,True,
701,87.2633,5.51344e+006,2.65557,67,3,False,
703,897.223,536233,2.71131,67,2,False,
704,973.643,494145,2.92683,67,2,False,
711,125.188,3.84318e+006,3.7707,67,3,False,
713,5270.97,91277.4,2.64593,68,2,False,
718,40.644,1.18374e+007,2.66467,68,2,False,
719,224.459,2.14347e+006,3.48805,68,4,False,
720,111.239,4.32509e+006,2.90985,69,2,False,
722,340.983,1.41098e+006,2.78216,69,2,False,
723,92.8205,5.18335e+006,3.30576,69,4,False,
725,175.279,2.74489e+006,2.56797,69,2,False,
726,261.507,1.8398e+006,4.0692,69,6,False,
727,245.375,1.96076e+006,3.11664,64,3,False,
728,374.226,1.28564e+006,2.4698,70,2,False,
738,79.5062,6.05136e+006,2.93243,71,2,False,
740,219.865,2.18826e+006,2.79447,71,2,False,
742,352.918,1.36326e+006,3.07762,71,5,False,
744,484.555,992912,2.51702,72,2,False,
751,257.354,1.86949e+006,3.12309,72,2,False,
756,114.223,4.21211e+006,2.93951,72,2,False,
762,142.52,3.37581e+006,2.79155,73,2,False,
766,333.597,1.44222e+006,4.05262,73,2,False,
767,64.2804,7.48471e+006,4.58136,73,8,True,
769,334.385,1.43882e+006,3.45692,74,5,False,
771,144.779,3.32314e+006,3.23259,75,2,False,
772,250.5,1.92064e+006,2.67719,75,2,False,
774,594.431,809381,2.78569,76,2,False,
775,568.653,846072,2.70433,76,2,False,
777,71.5636,6.72298e+006,4.53678,76,2,False,
779,403.697,1.19179e+006,2.54282,77,2,False,
784,146.54,3.28321e+006,3.21217,77,9,True,
785,454.104,1.05949e+006,2.91451,77,2,False,
786,128.012,3.75842e+006,3.12246,77,4,False,
788,1256.51,382904,2.88782,78,3,False,
792,51.8463,9.27975e+006,2.79447,78,2,False,
794,189.36,2.54077e+006,2.79563,78,2,False,
795,262.621,1.83199e+006,3.40478,78,2,False,
796,180.112,2.67123e+006,4.88771,78,22,True,
798,173.336,2.77565e+006,2.53651,79,5,False,
801,236.587,2.03359e+006,2.66002,79,2,False,
803,107.547,4.4736e+006,2.75203,80,3,False,
811,1357.24,354485,2.92018,81,2,False,
812,8196.83,58696,2.84777,82,2,False,
814,93.595,5.14045e+006,3.12392,82,4,False,
815,134.609,3.57421e+006,3.47295,82,2,False,
816,141.838,3.39203e+006,3.78381,82,5,False,
817,140.631,3.42115e+006,4.4415,64,16,True,
824,95.2872,5.04917e+006,4.78103,83,14,True,
830,78.4572,6.13227e+006,3.27778,84,2,False,
833,36.8287,1.30637e+007,2.67018,85,3,False,
839,135.879,3.5408e+006,5.13382,85,14,True,
845,18873.1,25492.4,2.88888,86,2,False,
853,236.7,2.03262e+006,3.63983,87,5,False,
854,112.608,4.27252e+006,4.3565,87,16,True,
860,145.754,3.30091e+006,4.86839,88,35,True,
866,147.15,3.2696e+006,2.80374,90,2,False,
868,116.975,4.11302e+006,3.40359,91,8,True,
870,619.018,777232,2.65199,91,2,False,
871,81.0872,5.93337e+006,3.01469,91,2,False,
872,218.486,2.20207e+006,2.79038,93,2,False,
874,339.995,1.41508e+006,2.87661,91,2,False,
880,180.457,2.66613e+006,3.41372,92,5,False,
881,179.902,2.67435e+006,2.73074,93,2,False,
885,1363.6,352831,3.61717,93,2,False,
886,35.7299,1.34655e+007,2.84112,93,2,False,
887,149.599,3.21607e+006,3.25215,93,7,False,
888,182.255,2.63982e+006,4.93887,93,2,False,
892,251.174,1.91549e+006,2.81293,94,2,False,
896,624.808,770029,2.97902,94,2,False,
899,404.084,1.19065e+006,2.50231,95,2,False,
900,137.746,3.49282e+006,4.00728,95,7,True,
901,128.843,3.73417e+006,4.85106,95,14,True,
902,319.434,1.50617e+006,2.95331,84,5,False,
903,97.1179,4.95399e+006,2.89258,82,2,False,
904,212.142,2.26791e+006,2.8642,76,6,False,
905,254.103,1.89341e+006,2.97744,60,16,True,
906,330.057,1.45769e+006,3.07422,52,8,False,
907,309.287,1.55558e+006,3.30261,91,2,False,
908,265.691,1.81083e+006,2.83387,99,2,False,
912,481.054,1.00014e+006,2.86961,96,2,False,
913,197.562,2.43529e+006,3.05902,96,2,False,
914,841.654,571637,2.87231,96,2,False,
915,91537.8,5255.98,3.31963,96,2,False,
919,67.8806,7.08776e+006,3.03939,97,4,False,
921,311.686,1.54361e+006,3.02261,97,2,False,
923,103.09,4.66699e+006,4.60553,97,14,True,
924,463.916,1.03709e+006,2.64187,98,2,False,
925,170.762,2.81749e+006,2.61016,98,2,False,
926,170.868,2.81574e+006,2.84263,98,14,True,
931,141.555,3.39882e+006,4.62273,151,2,False,
933,46.7832,1.0284e+007,2.58583,100,3,False,
934,92.3427,5.21017e+006,3.89113,100,5,True,
935,100.542,4.78528e+006,3.61178,100,2,False,
936,106.505,4.51734e+006,4.76335,100,41,True,
937,140.537,3.42344e+006,5.07881,100,7,True,
940,177.08,2.71697e+006,3.33772,110,2,False,
941,173.962,2.76567e+006,3.18118,96,3,False,
944,84.8805,5.66822e+006,4.32804,102,10,True,
945,3075.05,156460,3.25415,102,3,False,
949,160.932,2.98959e+006,2.85217,103,3,False,
951,130.215,3.69481e+006,4.41414,103,6,False,
953,456.872,1.05308e+006,2.51394,105,2,False,
954,95.1028,5.05896e+006,2.73281,105,3,False,
956,105.472,4.56161e+006,3.35383,106,2,False,
957,156.394,3.07634e+006,3.22492,105,12,True,
958,316.91,1.51816e+006,4.34506,105,10,False,
959,121.793,3.95031e+006,2.64187,106,2,False,
960,102.435,4.69683e+006,2.77209,106,2,False,
964,124.803,3.85503e+006,3.74957,106,19,True,
965,59.2146,8.12504e+006,3.75819,106,3,False,
966,96.0065,5.01133e+006,3.13988,107,5,True,
967,189.039,2.54509e+006,2.94753,107,9,True,
970,63.5279,7.57338e+006,3.63783,107,5,True,
978,126.765,3.79538e+006,4.22662,113,3,False,
983,235.557,2.04248e+006,3.00625,109,4,False,
984,72.7765,6.61094e+006,3.06995,109,7,True,
985,254.205,1.89265e+006,2.12378,109,2,False,
986,91.5102,5.25756e+006,4.38849,109,12,True,
988,229.275,2.09844e+006,2.61714,110,2,False,
991,755.901,636486,3.60714,110,2,False,
992,123.855,3.88456e+006,4.54884,110,18,True,
995,76.3033,6.30537e+006,3.09918,111,6,True,
998,335.817,1.43269e+006,2.98626,111,2,False,
1001,344.085,1.39826e+006,2.94219,111,3,False,
1006,76.6937,6.27327e+006,4.58694,111,27,True,
1007,60.682,7.92855e+006,2.66268,112,3,False,
1008,175.818,2.73647e+006,4.26291,112,10,True,
1009,31.04,1.55e+007,3.64517,112,2,False,
1011,137.221,3.50617e+006,3.68539,101,9,True,
1012,328.51,1.46455e+006,2.64458,113,2,False,
1014,202.65,2.37415e+006,2.85327,113,2,False,
1015,173.06,2.78009e+006,2.92785,113,2,False,
1018,188.847,2.54767e+006,2.89416,114,2,False,
1021,227.906,2.11105e+006,3.40509,113,2,False,
1027,137.631,3.49574e+006,4.04107,114,19,True,
1029,101.027,4.76228e+006,2.73841,115,5,True,
1030,56.2667,8.55071e+006,3.06659,115,2,False,
1033,234.339,2.0531e+006,2.86347,115,3,False,
1036,771.258,623813,3.07146,122,2,False,
1037,73.0907,6.58252e+006,4.98997,115,13,True,
1039,115.805,4.15458e+006,2.75527,116,2,False,
1042,58.9867,8.15643e+006,2.62061,116,2,False,
1045,442.34,1.08767e+006,3.49452,116,5,False,
1046,75.4258,6.37873e+006,3.01469,116,4,False,
1047,134.367,3.58066e+006,2.34555,118,2,False,
1048,191.815,2.50825e+006,5.06607,108,5,False,
1052,155.121,3.10159e+006,3.03436,117,4,False,
1054,279.522,1.72123e+006,2.75648,118,2,False,
1056,202.966,2.37046e+006,3.10511,117,4,False,
1060,78.38,6.13831e+006,3.20245,118,8,True,
1061,105.754,4.54944e+006,4.20322,118,8,True,
1063,182.627,2.63444e+006,2.62821,119,2,False,
1064,301.675,1.59483e+006,2.6915,119,2,False,
1065,364.197,1.32104e+006,2.93547,120,3,False,
1071,57.1517,8.41832e+006,2.65534,120,2,False,
1072,156.757,3.06921e+006,2.91892,120,9,True,
1075,435.785,1.10403e+006,3.04098,120,2,False,
1081,288.966,1.66498e+006,2.58103,120,2,False,
1082,184.77,2.60389e+006,2.94453,120,3,False,
1083,1395.07,344873,3.03505,149,2,False,
1085,59.6514,8.06555e+006,3.10104,116,2,False,
1092,785.423,612562,3.53898,121,2,False,
1095,857.744,560914,2.97124,122,2,False,
1097,262.487,1.83293e+006,3.8925,122,6,False,
1101,243.155,1.97866e+006,2.68068,123,3,False,
1103,163.845,2.93643e+006,2.73446,123,3,False,
1110,160.369,3.00008e+006,3.36388,123,3,False,
1111,1593.63,301902,3.13724,123,2,False,
1117,60.2879,7.98038e+006,2.72483,124,4,False,
1118,98.7659,4.87133e+006,2.6213,124,2,False,
1120,242.057,1.98764e+006,3.26658,125,2,False,
1122,184.609,2.60616e+006,4.49161,124,15,True,
1123,134.905,3.56637e+006,3.94953,115,7,True,
1125,482.563,997011,2.85875,125,2,False,
1135,117.001,4.11209e+006,4.32599,125,12,True,
1136,143.888,3.34373e+006,2.94453,126,3,False,
1139,97.3525,4.94205e+006,2.44698,126,2,False,
1140,396.101,1.21464e+006,3.37198,126,6,False,
1141,131.762,3.65143e+006,2.89363,126,2,False,
1143,121.498,3.9599e+006,4.05862,126,16,True,
1145,175.57,2.74034e+006,2.63095,127,2,False,
1147,163.811,2.93705e+006,3.00341,127,4,False,
1148,101.394,4.74508e+006,2.67588,129,2,False,
1150,100.67,4.77921e+006,3.13948,127,7,True,
1152,97.6206,4.92848e+006,2.92172,129,2,False,
1154,105.335,4.56753e+006,2.83778,129,4,False,
1155,72.0717,6.67559e+006,2.90082,128,3,False,
1156,384.661,1.25077e+006,3.15972,128,2,False,
1158,49.745,9.67174e+006,3.35516,128,2,False,
1159,134.567,3.57533e+006,4.86841,128,12,True,
1160,160.652,2.9948e+006,3.03764,129,3,False,
1181,89.0239,5.4044e+006,2.63164,131,4,False,
1182,183.904,2.61615e+006,3.05634,131,2,False,
1183,138.272,3.47954e+006,3.39827,131,4,False,
1184,240.518,2.00035e+006,2.90673,127,2,False,
1185,375.04,1.28285e+006,2.76791,127,2,False,
1188,172.764,2.78484e+006,2.79155,132,2,False,
1189,71.1302,6.76395e+006,3.4219,132,10,True,
1190,94.8175,5.07418e+006,3.65458,132,10,True,
1195,221.06,2.17642e+006,4.48958,132,8,False,
1196,137.864,3.48982e+006,3.44461,133,9,True,
1197,62.8076,7.66024e+006,3.08084,133,3,False,
1200,112.396,4.28059e+006,4.68685,133,27,True,
1202,169.326,2.84138e+006,3.1511,134,8,True,
1203,99.311,4.84459e+006,2.73043,134,4,False,
1207,362.106,1.32867e+006,2.85984,134,2,False,
1208,86.2439,5.57861e+006,3.18092,134,2,False,
1209,110.557,4.35179e+006,3.03642,134,2,False,
1210,111.273,4.32379e+006,2.72327,134,2,False,
1211,357.147,1.34712e+006,2.76851,134,2,False,
1213,160.33,3.00081e+006,4.48118,134,48,True,
1217,124.044,3.87864e+006,2.86907,136,2,False,
1218,121.08,3.97359e+006,2.84223,136,2,False,
1219,95.4851,5.0387e+006,3.54916,140,2,False,
1223,171.498,2.8054e+006,2.69343,137,2,False,
